id;arrêt;date;juridiction;lien;id
189501020;"« La Cour ;  « Considérant que Barrié a, le 15 seplembre 1892,  vendu aux époux Comby un fonds de commerce de  vins et liqueurs, 36, avenue de Clichy, pour le prix   principal de 31,000 francs;   « Considérant que les époux Comby, prétendant que   le chiffre d'affaires et les bénéfices par eux réalisés ne  sont point ceux sur lesquels ils avaient le droit de  compter, ont demandé l'annulation de la vente, ou  tout au moins une diminution de prix ;   • Mais considérant qu'il est établi que Barrié, en   vendant son fonds, n'a garanti aux acquéreurs ni l'im- portance du chiffre des affaires, ni celle des bénéfices;  qu'il est également établi qu'aucune manœuvre dolo- sive, aucun fait d* dissimulation, imputables à Barrié  ne peuvent être relevés à la charge de celui-ci, et que  les documents et circonstmces delà cause démontrent  au contraire que les époux Comby ont été en mesure  de se ren eigner exactement avant de traiter; que  dans ces conlitions, sans avoir à rechercher quelles  appréciations Barrié, au cours des pourparlers anté- rieurs à la vente du fonds, a pu formuler sur la valeur  qu'il attribuait à ce fonds, par lui du reste achté  30 000 francs, il est manifeste que les époux Comby  ne peuvent pas plus réclamer une diminution de prix  qu'ils ne sont fondés à demander l'annulation de la  vente; qu'en admettant que les chiffres d'affaires et  les bénéfices par eux réalisés aient é'é, pour des  causes diverses, inférieurs à ceux sur lesquels ils  avaient compté, ils n'en doivent pas moins exécuter   le contrat qu'ils ont librement consenti;   « Par ces motifs, _  « Met à néant le jugement rendu par le Tribunal de   commerce de la Seine le 17 août 1893, dont est appel;   «Emendant, décharge Barrié des dispositions et  condamnations lui faisant grief; statuant à nouveau,  déclare les époux Comby mal fondé»";28 novembre;COUR D'APPEL DE PARIS 6* ch;http://www.enap.justice.fr/ARCHIVE/ENAP_GAZETTE_TRIBUNAUX_18950102.pdf;189501020
189501021;"« Le Tribunal ;  « Attendu que Jaluzot et Cie, en éditant la publica-  tion-réclame dite Agenda-Printemps 1892, recueil  d'annonces et de re seignements divers, où sont inter- calés plusieurs morceaux littéraires, ont inséré une  nouvelle de Montégut, Jerzégabal, extraite d'un vo- lume publié chez Dentu en 1891, sous le titre de Dé-  jeuners de soleil ;   « Attendu que, sans contester à Jaluzot et Cie le   droit de faire cette publication au sujet de laquel e ils  paraissent s être pourvus du consentement de Dentu,  Montégut se plaint des modifications et des suppres- sions pHrtielles qui auraient, suivant lui, tronqué  l'œuvre en lui enlevant tout caractère original et lit - téraire, et qui seraient de nature à jeter un discrédit  sur l'écrivain ; qu'il conclut, en conséquence, à ce  que tout agenda contenant le texte altéré soit retiré de  la vente, et qu'une somme de 2,000 francs lui soit al- louée pour réparation du préjudice par lui éprouvé  dès avant le jour de sa demande ;   « Attendu qu'il est constant en fait que l'éditeur de   1' « Agenda-Printemps »";29 décembre;TRIBUNAL CIVIL DE LA SEINE 2* ch;http://www.enap.justice.fr/ARCHIVE/ENAP_GAZETTE_TRIBUNAUX_18950102.pdf;189501021
189501040;"« Le Tribunal ;  « Attendu que suivant exploit de Bimont,huissier à   Paris, en date du 13 juin 1891, Capman a assigné la  Société Générale en remboursement de la valeur de  deux titres de rente Française 4 1(2 p. 100, numéros  271,352 et 145,844, qui ont été volés au demandeur et  achetés par la Société défenderesse au prix de  5,803 fr. 15 ;   « Que par conclusions additionnelles et rectifica-  tives, sig ifiées le 3 février 1893, Capman demande  que le chiffre de la condamnation à intervenir soit  porté à la somme de 6,263 fr. 20, comprenant les inté- rêts échu s depuis le jour de la négociation jusqu'au  jour de la demande ;   <c Attendu que Capman ayant justifié de sa qualité   de propriétaire, et le lait du vol desdits titres, alors  qu'ils étaient en la possession de Capman, ayant été  judiciairement établi, la demande est donc recevable ;   « Au fond :  « Attendu que le 11 novembre 1889, ie sieur Pitrcn,   employé à la succursale de la Société Générale, k   Tours, et agissant au nom et pour le compte de cette  dernière, a acheté d'un individu disant se nommer  Carrieux, négociant en vins au Bouscat,prés Bordeaux,  et ce, sur la simple présentation d'un sieur Giraud,qui  était personnellement connu dudit employé, les deux  titres susspécifiés, qui avaient été volés à Cap- man, à Paris, le dix octobre précédent ;   «Que l'achat a eu lieu moyennant le prix de   5,803 fr. 15, sur lesquels 4,000 francs ont été immédia- tement versés au vendeur contre reçu signé de lui,  « A Carrieux et Cie »";11 décembre;COUR D'APPEL DE PARIS 2e ch;http://www.enap.justice.fr/ARCHIVE/ENAP_GAZETTE_TRIBUNAUX_18950104.pdf;189501040
189501050;"« La Cour ;   « Attendu que la Nation n'a proposé, en première   instance comme en appel, qu'un sèul moyen, tiré de  l'incompétence du Tribunal ; que c'est donc à tort que  le Tribunal a jugé qu'elle était irrecevable ; qu'il s'a- git donc de rechercher si elle était fondée dans cette   € Attendu qu'aux termes de l'article 181 du Code de   procédure civile, l'appelé en garantie est tenu dé   procéder devant le Tribunal saisi de la demande   exception ;   principale ;   « Attendu que, par cet article, le législateur a voulu   éviter un circuit d'actions et la contrariété de juge-  ; ments, susceptible de se produire devant les Tribu-  | naux successivement saisis ;   « Attendu que, si Ton doit admettre que la de-  mande en garantie n'est pas une simple demande ré- cursoire tendant de la part de celui qui la forme à  être rendu indemne, par un tiers, de condamnations  dont, finalement, les conséquences doivent lui incom- ber, mais quelle doit être connexe à la demande prin- cipale, s'y rattachant par un lien de dépendance in- time et nécessaire, en être l'accessoire, qu'en un mot,  son sort doit être subordonné à la solution qui sera  donnée à la demande principale, il est impossible de  méconnaître que toutes ces conditions ne se trouvent   bien réunies dans l'action en garantie exercée contre  une Compagnie d'assurances par l'assuré incendié   poursuivi en responsabilité par son propriétaire ;   « Attendu que Pothier définit encore la garantie   simple « celle qui a lieu dans les actions personnelles   « qui résultent de l'obligation qu'une personne a con- « tractée d'acquitter quelqu'un en tout ou en partie   « d'une dette dont il est tenu envers un tiers et qui a  « lieu toutes les fois qu'il est poursuivi pour cette  « dette > 5v   « Attendu que l'action de l'assuré pour ses risques   locatifs en garantie contre Tson assureur rentre abso- lument dans les termes de cette définition, puisque   l'assureur a précisément promis de garantir cet assuré   contre le recours du propriétaire ;   « Attendu qu'a quelque point de vue qu'on se place   il est évident que l'article 181 reste applicable à la   cause ;   « Attendu que c'est vainement que la Compagnie   oppose l'article 26 de ses statuts qui attribue juridic-  tion aux Tribunaux de la Seine ;   « Attendu que cet article n'a pas la portée que lui   donne la Compagnie, que cet article ne vise que les   demandes principales que l'assuré pourrait diriger   contre la Compagnie ou les demandes principales que  celle-ci pourrait mettre en mouvement contre l'assuré;  qu'une pareille clause n'a pas pu s'appliquer dans la  pensée commune des parties aux actions du proprié- taire contre l'assuré et contre lesquelles la Compagnie  a promis sa garantie ; qu'il ne pouvait pas entrer dans  la pensée des parties que deux instances séparéespour- raient être introduites, deux décisions judiciaires  pouvant être rendues dans la même cause et arriver  peut-être à des décisions contradictoires; que l'inté- rêt bien entendu de la Compagnie lui commande de  suivre et de surveiller l'action du propriétaire, puis- qu'on définitive c'est sur elle que doit retomber la  condamnation intervenant au profit de celui-ci;   « Attendu d'ailleurs, qu'en prenant bien les choses,   dans l'action du propriétaire, il n'y a, a proprement   parler, aucune contestation entre l'assuré et la Com- pagnie, l'assuré n'a aucun intérêt à combattre l'action  du propriétaire, puisqu'il est garanti.le véritable débat  s'engage donc entre l'assureur et le propriétaire et par  suite l'assuré et la Compaguie sont bien obligés de  suivre l'instance engagée devant le Tribunal légale- ment saisi par le propriétaire ;   « Attendu en outre, que la stipulation dominante au   contrat est la promesse écrite dans l'article 1er de la  police par laquelle la Société a garanti l'assuré contre  le recours du propriétaire; que, juridiquement, ladite  promesse de garantie ne peut se concilier aisément   avec celle de l'article 26 des statuts interdisant d'in-  troduire une action ailleurs que devant les Tribunaux  de la Seine; que cette interdiction, contraire à l'essence  même de la promesse de garantie des risques locatifs  ne saurait être obligatoire pour l'assuré ;   « Attendu que si le but de la Société était, par cette  clause de l'article 26, d'attribuer juridiction exclusive  au Tribunal de la Seine, elle était tenue de l'énoncer  en termes formels et non ambigus ;   « Attendu qu'en admettant qu'il pût y avoir doute   sur la portée de l'article 26, ce doute doit s'interpréter   (Voir la Gazette des Tribunaux des 23 novembre 14, 21 et   30 décembre.)   Ainsi que nous l'avons annoncé,-/!/6Foucault,   avocat, a plaidé pour M. Béziat d Audibert, pu- bliciste, vice-président de l'Institut des Ac- tuaires de France, assigné par la Compagnie  Générale à l'occasion des brochures publiées  par lui sur les assurances sur la vie.   M*Foucault s'est exprimé en ces termes :   Messieurs,   La Compagnie Générale d'Assurance sur la Vie   poursuit mon client, M< Béziat d'Audibert, comme  s'étant rendu coupable vis-à-vis d'elle de concurrence  déloyale. Je crois que quelques mots me suffiront pour  démontrer au Tribunal qu'il est impossible de rencon-  trer dans la conduite de M. Béziat d'Audibert ou dans   ses écrits ni un acte de concurrence, ni un acte de dé- loyauté, de quelque nature qu'il soit. Ni concurrence,  ni déloyauté, à cela près le procès de la Générale est   Pour vous faire ma démonstration, je vous demande   la permission de reprendre telle qu'elle a été présentée,   la thèse de La Générale. Aussi bien je crois cela néces-  saire, car mon crime paraît d'une telle gravité que le   Tribunal pourrait bien l'avoir oublié. r   la M de la GêMrale est la suivante : Eu 1893,  brochure «S Mutual T«*> sa supériorité sur toutes   ! M BaudrV oiK^ur de la Mutual Life, a écrit une   proenure, muiuat,^., M r . p0ur cette bro-  ies Compagnies du monde en..' î/fait un travail   chure, ditla Générale, M. Baudry w. en 1891 des  spécial intitulé** «Résultatsindustrielsne*&J -.^ p  ' 17 Compagnies françaises d'Assurances sur la w   ar   actions »";1$ Juillet;TRIBUNAL CIVIL DE LA SEINE 1* ch;http://www.enap.justice.fr/ARCHIVE/ENAP_GAZETTE_TRIBUNAUX_18950105.pdf;189501050
189501100;"« Le Tribunal,  « Attendu que les inscriptions de 1832, 1842, 1852,  1862 et 1873 ont été prnes par les mariés Gasson ou  leurs auteurs pour la conservation d'un privilège de  vendeur résultant du bail à locatairie perpétuelle du  15 octobre 1744 ;   « Attendu que ce bail a transmis au preneur la pro-  priété du fonds locaté, moyennant le paiement de la  rente stipulée ou le prix de rachat autorisé par la  loi ;   « Que pour assurer le paiement de ces sommes, re-  présentant le prix du domaine aliéné, le bailleur a  droit au privilège de vendeur, comme il a aussi droit  à l'action résolutoire en cas de non-paiement de la  rente ;   « Attendu que ces biens se trouvant entre les mains   des acquéreurs Maurin-Toiron, lors du renouvelle- ment d'inscription de 1873, cette inscription, quoique jf  tardive, a utilement conservé le privilège des mariés »";19 décembre;TRIBUNAL CIVIL DE MENDE ;http://www.enap.justice.fr/ARCHIVE/ENAP_GAZETTE_TRIBUNAUX_18950110.pdf;189501100
189501110;"« Le Tribunal ;  « Attendu qu'un jugement du Tribunal civil de Sen-  lis, rendu par défaut, le 13 novembre 1878, a déclaré  les époux d'H. séparés de corps à la requête du mari  et à raison de l'adultère de la femme; que ledit juge- ment a été signifié et publié conformément à la loi ;  qu'il a été exécuté suivant procès verbal de vente sur  saisie dressé par Hemet, huissier à Chantilly, à la date  du 2 avril 1879 ;   « Attendu que plus de trois ans se sont écoulés de-  puis que celte décision est devenue définitive, qu'au- cun rapprochement n'a eu lieu entre les époux et que  tout espoir de réconciliation dans l'avenir paraît avoir  disparu ;   « Attendu que dans ces conditions, la dame d'H.  est recevable à invoquer le bénéfice des dispositions  de 1 article 310 dn Gode civil;   « Attendu toutefois que le sieur d'H. conclut au re-  jet de la demande par des motifs tirés de l'indignité de J   la demanderesse ;   « Attendu, en effet, qu'il résulte de* documents   de la cause que, postérieurement à sa séparation, la  dame d'H..., loin de racheter sa faute par une meil- leure conduite, a continué à entretenir les relations  coupables qui auraient motivé le jugement du 13 no- vembre I87f$; qu'eu 1883 et 1884 elle est accouehée de  deux enfants que le sieur d'H... a dû désavouer, et  qu'à la date du 20 juin 1884, un jugement de cette  Chambre a fait droit à l'aciion en désaveu intentée par  le défendeur ;   «Attendu qu'il ressort de ces faits que la dame   d'H... a, depuis la sé aration de corps, aggravé par  une incondutte scandaleuse et persistante les torts et  griefs qui avaient rendu cette niesu e nécessaire; que,  s'il ne reste aujourd'hui aucun espoir de voir se réta- blir la vie commune entre les époux, c'est à la deman- deresse qu'incombe entièrement cette situation ;   « Atteudu, au surplus,, que la conversion sollicitée   par la dame d'H... serait manifestement contraire à   l'intérêt des enfants nés, du mariage ; que c'est donc le   cas, pour le Tribunal, usant du pouvoir souverain d'ap- préciation que la loi lui confère en cette matière, de  rejeter la demande qui lui est soumise ;   « Par ces motifs,   « Déclare la dame d'H.,. mal fondée en sa demande   en conversion, l'en déboute et la condamne aux dé- pens. »";3 janvier;"COUR D'APPEL DE PARIS 1"" ch";http://www.enap.justice.fr/ARCHIVE/ENAP_GAZETTE_TRIBUNAUX_18950111.pdf;189501110
189501111;"« Le Tribunal ;   27 mai 1893 :   « Statuant sur la demande introduite par exoloit du   « Attendu qu'en procédant sur et aux fins de deux   précédents exploits en dates des 27 mai et 16 juin 1893  et portant dans ce dernier le chiffre de dommages-in- térêts réclamés de cinq mille francs, (5,000), à cin- quante mille francs, (50,000), la Société française  d'Incandescence par le Gaz demande la répression  d'une concurrcce déloyale qui lui rat faite par la  Société Mann et Ilgen, concurrence déloyale qui avait  pour origine l'usurpation d'une dénomination qui lui  appartient ;   «Sur la demande en cessation de concurrence dé-  loyale et le payement de cinquante mille francs,  (50,000), à titre de dommages-intérêts :   « Attendu qu'à cet effet, la Société demanderesse   expose : qu'elle s'est constituée en juillet 1892 en vue  d'exploiter en France l'invention brevetée d'un sieur  Auer, connu sous le nom de Bec système Auer, pour  l'éclairage par Inca descence ; que, concessionnaire  du brevet dont s'agit, elle a sur le nom de « Auer »";3 janvier;COUR D'APPEL DE PARIS 5« ch;http://www.enap.justice.fr/ARCHIVE/ENAP_GAZETTE_TRIBUNAUX_18950111.pdf;189501111
189501112;"« Le Tribunal ;  < Dit que la Société Mann et Ilgen s'est rendue cou- pable de concurrence déloyale, en mettant en veate   un appareil d'éclairage qu'elle dénomme* Bec Auer »";3 janvier;COUR D'APPEL DE PARIS 5« ch;http://www.enap.justice.fr/ARCHIVE/ENAP_GAZETTE_TRIBUNAUX_18950111.pdf;189501112
189501113;"« La Cour ;  « Statuant sur l'anpel interjeté par Mann d'un juge-  ment rendu par le Tribunal de commerce de la Seine,  le 16 octobre 1893;   < Adoptant les motifs des premiers juges ;  « Met l'appellation au néant ;  « Ordonne que ce dont est appel sortira effet ; con-  damne Mann à l'amende et aux dépens. »";3 janvier;COUR D'APPEL DE PARIS 5« ch;http://www.enap.justice.fr/ARCHIVE/ENAP_GAZETTE_TRIBUNAUX_18950111.pdf;189501113
189501120;"« La Cour;  « Considérant que le sieur Renault, carrossier à   Paris, a été déclaré en état de liquidation judiciaire  par un jugement du Tribunal de Commerce de la Seine  en date du 7 mai 1892; que, le même jour, la dame  Renault, séparée de corps et de biens d'avec son mari,  et sa créancière, à titre de reprises, d'une somme pa- raissant s'élever à58,671francs,adonnéà Duron, agent  d'affaires, le mandat verbal de produire pour elle à la  liquidation de son mari, et de percevoir les dividendes   afférents à sa créance, à charge par elle, de le rémunérer   de ses peines et soins par une allocation de 10 p. 100  sur le montant de ses recouvrements, s'ils n'excédaient  pas 20,000 francs, et, dans le cas où ils dépasseraient  cette somme, par l'abandon de tout ce qui pourrait lui  revenir en sus; .   « Qu'en exécution desdites conventions, Duron a,  sans aucune opposition de la dame Renault, reçu deux  dividendes mis en distribution, les 28 février et 13 oc- tobre 1893, par le liquidateur judiciaire Rochette, et  s'élevant ensemble à 24.426 fr. 38 ; que, le 28 octobre   1893, la dame Renault a délivré à Duron un reçu de   5.636 fr. par lequel elle a reconnu que ladite somme  formait le complément des 20.000 fr. au delà desquels  elle lui avait consenti l'abandon du surplus de ses  droits contre la liquidation de son mari ;   « Que, d'autre part, par un acte sous seings privés   ec 4*te du 17 avril 1393, enregistré et signifié à Ro-  chette le 14 octobre suivant, la dame Renault a cédé   à Duron une somme de 5.000 fr. à prendre sur les   fonds devant lui revenir de la liquidation ; mais que  Rochette ayant annoncé, en mars 1894, la distribution  d'un troisième et dernier dividende de 9fr. 47 OiO, la  dame Renault a prétendu avoir été trompée par Duroa  sur la consistance de l'actif et du passif de la liquida- tion, circonvenue par ses manœuvres frauduleuses, et   a fait signifier à Rochette une opposition à ce qu'il se   dessaisît, entre les mains de Duron, des sommes qui  pouvaient lui être dues; qu'elle a en même temps  porté, contre Duron, une plainte en abus de blanc-  seing qui a donné lieu à une information non encore   terminée ;   « Qu'en cet état des faits, Duron a introduit, tant  contre la dame Renault que contre Rochette, une ins-  tanoe de référé tendant à faire déclarer que, nonob-  stant l'opposition de ladite dame, ce dernier serait tenu  de lui verser le dividende par lui mis en distribution;  quoi faisant, il serait bien et valablement libéré;  « Considérant que le juge du référé a retenu la   cause et a fait droit h la demande de Duron;   « Mais, considérant qu'aux termes de l'art. 806 du   Code de procédure civile, il n'y a lieu à référé que   dans les cas d'urgence ou lorsqu'il s'agit de statuer   provisoirement sur les difficultés relatives à l'exécu-  tion d'un titre exécutoire ou d'un jugement;   « Que les titres invoqués par Duron ne consistaient   que dans des conventions verbales, et des actes sous  seings privés dont la validité était contestée ;   « Qu'il n'y avait pas urgence a statuer, puisque, à  raison de la notification qui lui avait été faite à la re-  quête de Duron, Rochette ne pouvait se dessaisir de9  5,000 francs qui lui avaient été cédés par la dame Re- nault, et que les parties pouvaient être renvoyées à se  pourvoir au principal, sans que les droits prétendus  par Duron fussent mis en péril ; que c'est donc à tort  que le juge du référé a retenu la cause ; que son or- donnance ne pourrait, d'ailleurs, s'exécuter sans pré- judioier au principal, puisque, si la dame Renault ve-  nait à triompher danssa prétention, à faire reconnaître   le bien-fondé de son opposition, elle se trouverait dé- pouillée du droit d'agir contre Rochette, et n'aurait  plus d'action que contre Duron, dont la solvabilité  pourrait ne pas offrir les mêmes garanties ;   « Par ces motifs,   « Met l'appellation et ce dont est appel à néant ;   ômendant, décharge la dame Renault des dispositions  lui faisant grief, et faisant droit par décision nouvelle:   dit qu'il n'y avait lieu à référé; renvoie les parties à se   pourvoir au principal ; ordonne la restitution de l'a- mende consignée sur l'appel; condamne Duron aux  dépens faits sur l'appel, ensemble en ceux faits sur le  référé. »";24 novembre;COUR D'APPEL DE PARIS 3* ch;http://www.enap.justice.fr/ARCHIVE/ENAP_GAZETTE_TRIBUNAUX_18950112.pdf;189501120
